1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
4993,27/03/2024 18:58:06,McDonald's,Querer levar a alma de quem trabalha lá usando objetivos irracionais em determinadas vezes,,,,,,
4994,27/03/2024 18:58:21,Centro Universitário Celso Lisboa,"A peste do CEO que entrou esta destruindo a empresa mas os donos nao estao nem ai. Rotatividade alta, nao pagam o FGTS. Vc tem que se humilhar por email pedindo que eles acertem o fgts, salario atrasado e o demonio do CEO vai com a cara mais lavada do mundo dizendo que foi problema no banco. Ele mandou embora pessoas competentes so porque comentaram coisas sobre ele. A empesa ta indo por agua abaixo.",,,,,,
4995,27/03/2024 18:58:54,Ecotrace,"Empresa machista, tem mais gestores do que dev, fazem pejotização de funcionários, não paga bem, nao tem plano de carreira e donos machistas, racistas e misogenos",,,,,,
4996,27/03/2024 18:59:11,Clínica Oto Oftálmica / Sta Terezinha,A dona joga toda responsabilidade de gerência em cima de uma faxineira que mal sabe escrever,,,,,,
4997,27/03/2024 18:59:19,Cielo,"O ceo diz o mundo perfeito, a superintendencia reafirma e os gerentes regionais e estaduais só pensam em bater meta a custo de enganar os clientes, trapacear os clientes...",,,,,,
4998,27/03/2024 18:59:29,Neo Ventures,"C.E.O extremamente machista, paga 3k para uma analista pleno no PJ. Tem uma multa de 100x o valor do contrato caso a pessoa sair da empresa",,,,,,
4999,27/03/2024 18:59:35,SinergyRH,"Vc é contratado como cooperado, mandam em você como CLT e vc trabalha como escravo, o rh é todo seguro mas o TI é todo relaxado, não se preocupam com programadores, trabalhei na sustentação e recebia ordem de cooperado gago que prendia a gente o dia todo em uma call e achava que era chefe, as calls eram tão boas que rolava de tudo, falavam mal de outros times, ficavam zoando as meninas e os outros programadores, as vezes o próprio chefe do TI participava, as demandas são incompletas e com prazos impossíveis de se cumprir, conheci programadores bons lá que nem sei porquê ainda continuam lá com o histórico de carreira que eles tem",,,,,,
5000,27/03/2024 18:59:49,Comando g8,Empresa não paga FGTS não paga hora extra,,,,,,
5001,27/03/2024 18:59:51,PicPay,"Empresa se vende como datadriven, mas ignora os dados para seguir o que um diretor quer da cabeça dele. ""gostei mais dessa tela"", mesmo todos os testes terem indicado outra. Fora os abusos, fazendo as pessoas marcarem ponto até pra ir no banheiro e beber água, demissões em massa disfarçadas (60 pessoas por mês) e a falta de empatia com burnout e outras doenças. Tem gerente que só contrata e promove amigos, e o aumento salarial é ridículo. Gente com o mesmo cargo e mais de 2k de diferença no salário pq um foi contratação externa e outro foi promoção interna",,,,,,
5002,27/03/2024 18:59:53,Ecotrace,"Fazem pejotizacao dos dev, pagam pouco e os donos são uns babacas",,,,,,
5003,27/03/2024 19:00:07,Neo Ventures,"Te alocam em mais de 05 projetos, com objetivos diferentes do que você foi contratado. PEJOTIZAÇÃO!",,,,,,
5004,27/03/2024 19:00:10,Loft,Participação de lucro passado para funcionário como adicional de salário e não como bônus. Ficaram 1 ano falando para a gente se dedicar pois vai ter uma bonificação (só não disseram que ia ter desconto). Descaso total com os funcionários. Desvio de função e mentiras atrás de mentiras.,,,,,,
5005,27/03/2024 19:00:20,Centro Universitário Celso Lisboa,"A empresa ta um caos, as pessoas estao doentes. Nao depositam o fgts e o CEO faz terror psicológico com o gestores que por sua vez, aterrorizam os funcionarios, vom metas irreais, cobrancas absurdas. Atrasam pagamento. Nao venham pra esse hospício, fujammmmmm",,,,,,
5006,27/03/2024 19:00:25,Nube,"Empresa é boa no início, mas só pra vc aprender e sair fora. Na área comercial tem um acúmulo de funções absurdo, você sai de la sabendo Hunter, Farmer, Customer Success e ainda é tratado como criança no seu feedback: “Não pode fazer tal coisa, estou decepcionado com vc”",,,,,,
5007,27/03/2024 19:01:09,WestRock Brasil,Empresa trabalha em silos. Alta gestão formada por líderes que preferem os puxa sacos do que habilidade técnica. Alto índice de turnover!,,,,,,
5008,27/03/2024 19:01:11,Alpargatas S/A,"Se não puxar saco não ganha aumento, tecnologia retrogada, cultura da pressão sem sentido e forçam a volta ao presencial para termos reuniao online. pagam muito mal e nao tem bonus",,,,,,
5009,27/03/2024 19:01:20,V4 Company,"A empresa contrata MEI e trata como CLT, pregam a cultura de trabalhar ao extremo para vencer, se não quiser trabalhar 12 horas por dia você é tratado como braço curto.",,,,,,
5010,27/03/2024 19:01:40,AF Engenharia Contra Incêndio,"Empresa extremamente tóxica, a diretora Ana Flores humilha e rebaixa seus funcionários, expõe eles o tempo todo!!",,,,,,
5011,27/03/2024 19:01:53,Sitcon (Ipatinga),"O dono da empresa é um imbecil que só sabe desmotivar os funcionários, a menina do RH é completamente maluca e puxa saco do dono. O salário é ridiculamente baixo, não há oportunidade de crescimento. O que estraga a empresa é a gerência, porém os funcionários são em sua maioria pessoas boas.",,,,,,
5012,27/03/2024 19:02:13,rbmweb,"fim de carreira. o dono coleciona camisa de jogador, curte xero de um homem suado",,,,,,
5013,27/03/2024 19:02:26,Loft,"Diretoria inconsequente, sai gastando dinheiro com merda e congelam ascensão dos funcionário. Vai falir por conta de incompetência! Layoff silencioso rolando na empresa",,,,,,
5014,27/03/2024 19:02:27,Weme,"Diversidade foi com deus, sócios só admiram homens. Contratam pessoas de fora pra vagas que poderiam ter sido preenchidas com pessoas de dentro. Demitem pessoas e recontratam como freelas depois porque falta gente",,,,,,
5015,27/03/2024 19:03:08,Panvel,Obrigava a bater o ponto e continuar trabalhando (gerente que fazia isso),,,,,,
5016,27/03/2024 19:04:38,For People Software,"Empresa familiar, so contrata amigos para liderança, pessoas a mais de 15 anos sem ser promovido, vc e tratado diferente pelos donos de acordo com seu cargo, quanto menor pior o tretamento",,,,,,
5017,27/03/2024 19:04:50,Locaweb,"Diretores e Gerentes Executivos fazem ""panelinhas"" com o CTO da empresa e quem está fora é fritado até pedir demissão. Uma pessoa de outra Diretoria pede sua cabeça por não fazer as vontades dele; seu gestor dá razão ao outro e te queima, mesmo você seguindo o que ele pediu. A Business Partner, ao invés de ser a ponte dos funcionários com o RH, é leva-traz da liderança e se a aciona, encurta seu tempo na empresa.",,,,,,
5018,27/03/2024 19:04:52,OTIMIZA SOLUÇÕES EM TECNOLOGIA LTDA,Empresa com pensamento pequeno. Sócio que não sabe gerir uma equipe. FRACO!,,,,,,
5019,27/03/2024 19:05:01,Acelerador Empresarial,Funcionários precisam trabalhar até tarde e ainda fazer plantão aos finais de semana quando dá na teia do gestor. Exigem o trabalho de quatro pessoas de apenas um colaborador. Força o presencial de PJ. Assédio moral.,,,,,,
5020,27/03/2024 19:05:20,Asa Norte - Ambev,"Líderes que não merecem estar na empresa, a meritocracia fica somente na lâmina do power point da supermatinal, muita promessa pra pouca execução.",,,,,,
5021,27/03/2024 19:05:55,OTIMIZA SOLUÇÕES EM TECNOLOGIA LTDA,Gestor não dura 3 meses. A empresa ficou grande demais pro tamanho da sua mesquinhagem.,,,,,,
5022,27/03/2024 19:06:41,Mazzini Administração E Empreitas,"Líder do RH péssima que te demite sem nem saber o seu lado. Só em um contrato já teve mais de 10 demissões e eu nunca vi isso. Preconceituosa, gordofobica e falsa",,,,,,
5023,27/03/2024 19:07:01,aaaa,aaaaaa,,,,,,
5024,27/03/2024 19:07:10,CORR PLASTIK TUBOS E CONEXOES,"Rh tóxico, Gerente de RH é uma pessoa estúpida e acha que é melhor que todo mundo. Não tem um pouco de empatia e respeito por ninguém. Só que trabalha lá sabe oq é comer o pão q o diabo amassou",,,,,,
5025,27/03/2024 19:07:12,GRANJA FARIA,"COMUNICAÇÃO AGRESSIVA, OFENSIVO E ASSEDIO MORAL",,,,,,
5026,27/03/2024 19:07:19,Dofab,Humilhação com funcionários,,,,,,
5027,27/03/2024 19:07:40,OTIMIZA SOLUÇÕES EM TECNOLOGIA LTDA,Tratado como lixo! Só é promovido quem é puxa saco!!!,,,,,,
5028,27/03/2024 19:08:01,SinergyRH - M.C.M SISTEMAS DE INFORMATICA LTDA,"Ruim de se trabalhar, tecnologias legadas e sem supervisão, quando surgerido mudanças significativas eles mudam pro papo de segurança em um ambiente que a segurança parou em 2010, hj eu trabalho em outra empresa e fico até com vergonha de falar que trabalhei com eles",,,,,,
5029,27/03/2024 19:08:28,Target It,"Baixo salário, falta preparo na gestão para gerenciar pessoas. Cobrança de demandas fora de horário sem autorização/combinação e reclamações por nào atendimento :p",,,,,,
5030,27/03/2024 19:08:28,Fort Paletes,"Empresa que impõe metas impossíveis aos funcionários e não reconhece o trabalhador, faz pressão psicológica nos funcionários se faltar no serviço por qualquer motivo (até por morte de pai e mãe)corta o VR mesmo com atestado obriga os funcionários a fazer hora extra e só paga metade das horas adulterando o relógio de ponto.",,,,,,
5031,27/03/2024 19:08:32,SIGMA Dataserv,"Salários atrasados e nenhuma resposta, o chefe te liga final de semana dizendo que tem um problema e tem que resolver, porém não há plantão nem pagamento. Quando questionado o RH só informa respostas vazias",,,,,,
5032,27/03/2024 19:08:54,XPTO,XPTO,,,,,,
5033,27/03/2024 19:08:53,Ecourbis Ambiental,Líderes corruptos,,,,,,
5034,27/03/2024 19:08:57,OMD do Brasil,"Empresa sem foco, não investe no futuro do funcionário, e não dá oportunidade para as pessoas certas! Tem muita panelinha familiar, parentes demais mamando nas tetas… e os funcionários se lascam de trabalhar",,,,,,
5035,27/03/2024 19:09:38,CABANA BURGER,"CORRE O MAIS RÁPIDO DESSA EMPRESA! Péssimos gestores! Fazem de tudo para tirar deles a culpa e colocar nos outros. Não assumem nada, só querem receber. Vc entra nas lojas e depois que chega em gerente ou senior é mandado embora. A fábrica está totalmente sobrecarregada e não contratam mais pessoas. O financeiro é uma bagunça total, não tem controle, tem um monte de coisa atrasada, não pagam INSS e FGTS certo, estão cheios de dívidas. Não sei onde os donos querem chegar sendo tão mau gestor. Não entendem nada, são grossos, mal-educados, se sentem o dono do mundo. Quando vc entra parece lindo, mas 5 min tudo cai. As pessoas do administrativo ficam pouco pq não dá! O lugar tem uma vibe pesada e ta se afundando. Se ver uma vaga, corra para o mais longe!!!!",,,,,,
5036,27/03/2024 19:09:47,Castor Colchões,"Assédio moral, 0 preocupação com segurança do trabalho",,,,,,
5037,27/03/2024 19:10:16,For People Software,"Empresa familiar, toxica, te trata igual um lixo dependenndo do seu cargo",,,,,,
5038,27/03/2024 19:10:29,Alpargatas SA,"Diversidade? Nunca ouvi falar. Cultura toxica e machista, incompetente, trocas constante da alta gestao, totalmente perdidos, a beira da falencia. Corra!",,,,,,
5039,27/03/2024 19:10:38,Banib Conecta,"Diretoria perdida, não sabe o que está fazendo. Esgotam os funcionários e nunca ninguém é bom o suficiente. Demitem pessoas e ficam falando mal, CEO muito racista, machista, homofóbico e o assédio moral corre solto, com ameaças de demissão e terror psicológico, mas tudo velado. Fofocas incetivadas pela diretoria, quem é favorecido é amigo dos diretores. Sugam sua energia e depois te descartam comos e você fosse o problema.",,,,,,
5040,27/03/2024 19:10:47,Teste pra ver se a lista atualiza,Teste,,,,,,
5041,27/03/2024 19:10:55,Meta Brasil (Faria Lima),"não é reclamação, a empresa é até legal, mas tem um rapaz do restaurante que acho mó gostosinho e nunca tive coragem de falar com ele isso :(",,,,,,
5042,27/03/2024 19:11:01,FFA advogados,"Escritório de advocacia arcaico, não se preocupam com os funcionários, além dos salários serem bem a baixo do marcado. E quase uma escravidão.",,,,,,
5043,27/03/2024 19:11:11,Dedeka,Curiosidade,,,,,,
5044,27/03/2024 19:11:36,Stellantis LATAM,"Empresa contratou funcionários PJ, após um ano, mudou a modalidade para CLT com uma terceirizada prometendo manter o mesmo salário. Quando recebemos a proposta o salário estava com 2k menos e com os descontos de CLT começamos a ganhar exatamente a metade do salário anterior para fazermos ainda mais coisas.",,,,,,
5045,27/03/2024 19:11:39,Vhsys,"A empresa ao invés de preparar os jovens para uma carreira saudável dentro e fora da empresa, fazem lavagem cerebral onde todos saem abobados e doentes de trabalho. A empresa precisa estudar mais e não só publicar saúde mental, Feedback e coisarada que não são trabalhados no dia a dia. Fora isso, precisam também estudar o estatuto da criança e do adolescente para que as recrutadoras sejam extremamente profissionais ao invés de incluir a imagem dos filhos para “atrair” interesse em post com nome da empresa e não ser demitida (pq é isso que acontece) mães não são favorecidas se não usarem fontes apelativas e que deem visibilidade para a empresa.",,,,,,
5046,27/03/2024 19:11:47,Avivatec,"os dias são indefinidos, grande maioria do povo só atura a gestão mesmo [todas], colocam prazos de entrega utópicos de contos de fadas e tentam maquiar a pressão exercida nos funcionários, o que pode gerar desmotivação. Porém sim, já vi lugares muito piores.",,,,,,
5047,27/03/2024 19:11:56,Venturus,"Gerência te pondo na fogueira o tempo todo. Na hora de receber mérito, assumem como se fossem só deles. Favoritismo e cultura woke rolam soltos. Corre!",,,,,,
5048,27/03/2024 19:12:08,AF ENGENHARIA CONTRA INCÊNDIOS,"Diretora desequilibrada, mentirosa, dissimulada!",,,,,,
5049,27/03/2024 19:12:46,Leste Telecom,"Supervisores do CRG, estagiários e funcionários com assédio sexual e moral. Fora o antro de anti pofissionalismo.",,,,,,
5050,27/03/2024 19:12:58,Tecmon,"Ambiente de trabalho que não paga horas extras, pede trabalho acima da carga horária, não paga os funcionários em dia.",,,,,,
5051,27/03/2024 19:13:06,Grupo Salmeron,"Empresa muito tóxica, você trabalha no meio de gritarias, palavrões e ofensas o tempo inteiro. Salário mediano e até pagam em dia, mas o que acontece no dia a dia te deixa doente. Gestão despreperada, diretora maluca e muito mal educada, não sabe o que é respeito. Um lixo de empresa literalmente.",,,,,,
